student_id,name,faculty,year,gpa,skills,languages,activities,key_course_grades,target_career
6610400127,Student_0127,Economics,2,3.57,"[{""name"": ""Capital Budgeting"", ""level"": ""Intermediate""}, {""name"": ""Reuters Eikon"", ""level"": ""Beginner""}, {""name"": ""Financial Advisory"", ""level"": ""Intermediate""}, {""name"": ""Credit analysis"", ""level"": ""Beginner""}, {""name"": ""Communication"", ""level"": ""Beginner""}, {""name"": ""Equity Research"", ""level"": ""Intermediate""}, {""name"": ""Financial analysis"", ""level"": ""Intermediate""}, {""name"": ""Valuation (DCF, Comps)"", ""level"": ""Intermediate""}, {""name"": ""Microsoft Excel"", ""level"": ""Intermediate""}, {""name"": ""Excel (Advanced: Solver, VBA, Power Query)"", ""level"": ""Intermediate""}, {""name"": ""ESG Reporting Frameworks (GRI, TCFD, ISSB)"", ""level"": ""Advanced""}, {""name"": ""SAP / Oracle ERP"", ""level"": ""Beginner""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}, {""name"": ""Chinese"", ""level"": ""Intermediate""}]",[Equity Analyst Intern] at [Bualuang Securities 2023] | [M&A Intern] at [Phatra Capital 2023],"[{""course_id"": ""01101283"", ""course_name"": ""Economic Thinking"", ""grade"": ""C+""}, {""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""C""}, {""course_id"": ""01101272"", ""course_name"": ""Economics Statistics I"", ""grade"": ""B""}, {""course_id"": ""01101273"", ""course_name"": ""Introduction to Computational Economics"", ""grade"": ""C""}, {""course_id"": ""01101231"", ""course_name"": ""Labour and Industrial Economics"", ""grade"": ""B""}, {""course_id"": ""01101181"", ""course_name"": ""Microeconomics I"", ""grade"": ""B""}, {""course_id"": ""01101282"", ""course_name"": ""Macroeconomics II"", ""grade"": ""C+""}, {""course_id"": ""01101271"", ""course_name"": ""Mathematical Economics II"", ""grade"": ""C""}, {""course_id"": ""01101171"", ""course_name"": ""Mathematical Economics I"", ""grade"": ""C+""}]",Equity Research Analyst
6610400128,Student_0128,Economics,2,2.49,"[{""name"": ""Social Impact Evaluation"", ""level"": ""Intermediate""}, {""name"": ""Survey Design & Analysis"", ""level"": ""Beginner""}, {""name"": ""Policy Brief Writing"", ""level"": ""Intermediate""}, {""name"": ""SQL"", ""level"": ""Intermediate""}, {""name"": ""Power BI"", ""level"": ""Beginner""}, {""name"": ""Tableau"", ""level"": ""Beginner""}, {""name"": ""Stata"", ""level"": ""Intermediate""}, {""name"": ""Social listening tools"", ""level"": ""Beginner""}, {""name"": ""Excel"", ""level"": ""Intermediate""}, {""name"": ""Project Management"", ""level"": ""Beginner""}, {""name"": ""Bayesian Inference"", ""level"": ""Intermediate""}, {""name"": ""RegTech Tools (ComplyAdvantage)"", ""level"": ""Beginner""}, {""name"": ""Labor Market Analysis"", ""level"": ""Beginner""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}]",[Country Risk Analyst] at [Export-Import Bank of Thailand 2025] | [Teaching Assistant] at [ECON Department - Econometrics 2025] | [Behavioral Research RA] at [KU Experimental Economics Lab 2025],"[{""course_id"": ""01101182"", ""course_name"": ""Macroeconomics I"", ""grade"": ""B""}, {""course_id"": ""01101282"", ""course_name"": ""Macroeconomics II"", ""grade"": ""A""}, {""course_id"": ""01101283"", ""course_name"": ""Economic Thinking"", ""grade"": ""B+""}, {""course_id"": ""01101231"", ""course_name"": ""Labour and Industrial Economics"", ""grade"": ""B""}, {""course_id"": ""01101273"", ""course_name"": ""Introduction to Computational Economics"", ""grade"": ""C+""}, {""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""C""}]",ESG Analyst
6610400129,Student_0129,Computer Engineering,2,2.63,"[{""name"": ""WebSocket"", ""level"": ""Intermediate""}, {""name"": ""Express.js"", ""level"": ""Intermediate""}, {""name"": ""Git"", ""level"": ""Intermediate""}, {""name"": ""NestJS"", ""level"": ""Intermediate""}, {""name"": ""Log management"", ""level"": ""Beginner""}, {""name"": ""Debugging"", ""level"": ""Beginner""}, {""name"": ""A/B Testing"", ""level"": ""Beginner""}, {""name"": ""Hugging Face Transformers"", ""level"": ""Beginner""}, {""name"": ""FastAPI"", ""level"": ""Intermediate""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]",[Team Lead] at [KU Hackathon 2023] | [Full-Stack Developer] at [Student Startup (YC-backed) 2023] | [Backend Developer] at [Senior Capstone Project 2023],"[{""course_id"": ""01403114"", ""course_name"": ""Lab: Fundamentals of General Chemistry"", ""grade"": ""C""}, {""course_id"": ""01420113"", ""course_name"": ""Physics Laboratory I"", ""grade"": ""B+""}, {""course_id"": ""01417168"", ""course_name"": ""Engineering Mathematics II"", ""grade"": ""A""}, {""course_id"": ""01204212"", ""course_name"": ""Abstract Data Types and Problem Solving"", ""grade"": ""B+""}, {""course_id"": ""01208111"", ""course_name"": ""Engineering Drawing"", ""grade"": ""B+""}, {""course_id"": ""01204216"", ""course_name"": ""Probability and Statistics for Computer Engineers"", ""grade"": ""A""}, {""course_id"": ""01204113"", ""course_name"": ""Computer and Programming for Computer Engineers"", ""grade"": ""C+""}]",Full-Stack Developer
6610400130,Student_0130,Computer Engineering,2,3.11,"[{""name"": ""Risk analysis"", ""level"": ""Intermediate""}, {""name"": ""Security strategy development"", ""level"": ""Intermediate""}, {""name"": ""Penetration Testing"", ""level"": ""Intermediate""}, {""name"": ""Incident Response"", ""level"": ""Beginner""}, {""name"": ""SOC"", ""level"": ""Intermediate""}, {""name"": ""Ethical hacking"", ""level"": ""Intermediate""}, {""name"": ""Email security gateways"", ""level"": ""Intermediate""}, {""name"": ""Cloud Security"", ""level"": ""Beginner""}, {""name"": ""Critical Thinking"", ""level"": ""Beginner""}, {""name"": ""REST API Design"", ""level"": ""Beginner""}, {""name"": ""Service Mesh (Istio)"", ""level"": ""Intermediate""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""Korean"", ""level"": ""Beginner""}]",[Data Engineer Intern] at [Agoda Data Platform 2023] | [Full-Stack Developer] at [Student Startup (YC-backed) 2023],"[{""course_id"": ""01205211"", ""course_name"": ""Electric Circuit Analysis I"", ""grade"": ""C""}, {""course_id"": ""01420111"", ""course_name"": ""General Physics I"", ""grade"": ""C""}, {""course_id"": ""01403114"", ""course_name"": ""Lab: Fundamentals of General Chemistry"", ""grade"": ""C""}, {""course_id"": ""01204215"", ""course_name"": ""Mathematical Foundations for Computer Engineers"", ""grade"": ""C+""}, {""course_id"": ""01204212"", ""course_name"": ""Abstract Data Types and Problem Solving"", ""grade"": ""C+""}, {""course_id"": ""01420113"", ""course_name"": ""Physics Laboratory I"", ""grade"": ""D+""}, {""course_id"": ""01403117"", ""course_name"": ""Fundamentals of General Chemistry"", ""grade"": ""C+""}, {""course_id"": ""01204332"", ""course_name"": ""Operating Systems"", ""grade"": ""B+""}, {""course_id"": ""01417168"", ""course_name"": ""Engineering Mathematics II"", ""grade"": ""B""}, {""course_id"": ""01204216"", ""course_name"": ""Probability and Statistics for Computer Engineers"", ""grade"": ""C""}]",Cybersecurity Engineer
6610400131,Student_0131,Computer Engineering,2,3.05,"[{""name"": ""Kubernetes"", ""level"": ""Beginner""}, {""name"": ""TensorFlow"", ""level"": ""Intermediate""}, {""name"": ""Machine Learning"", ""level"": ""Intermediate""}, {""name"": ""GCP (BigQuery, GKE)"", ""level"": ""Beginner""}, {""name"": ""Computer Vision"", ""level"": ""Intermediate""}, {""name"": ""Feature Engineering"", ""level"": ""Intermediate""}, {""name"": ""Docker"", ""level"": ""Intermediate""}, {""name"": ""Chatbot development"", ""level"": ""Intermediate""}, {""name"": ""FastAPI"", ""level"": ""Beginner""}, {""name"": ""Service Mesh (Istio)"", ""level"": ""Beginner""}, {""name"": ""Azure (AKS, Functions)"", ""level"": ""Beginner""}, {""name"": ""PCI-DSS Compliance"", ""level"": ""Intermediate""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]",[AI Research Intern] at [NECTEC AI Lab 2025] | [Open-Source Contributor] at [GitHub Projects 2025],"[{""course_id"": ""01205211"", ""course_name"": ""Electric Circuit Analysis I"", ""grade"": ""C+""}, {""course_id"": ""01420113"", ""course_name"": ""Physics Laboratory I"", ""grade"": ""B""}, {""course_id"": ""01204332"", ""course_name"": ""Operating Systems"", ""grade"": ""C+""}, {""course_id"": ""01420111"", ""course_name"": ""General Physics I"", ""grade"": ""C""}, {""course_id"": ""01417168"", ""course_name"": ""Engineering Mathematics II"", ""grade"": ""C""}, {""course_id"": ""01204371"", ""course_name"": ""Transform Techniques in Signal Processing"", ""grade"": ""B""}, {""course_id"": ""01204212"", ""course_name"": ""Abstract Data Types and Problem Solving"", ""grade"": ""B""}, {""course_id"": ""01204113"", ""course_name"": ""Computer and Programming for Computer Engineers"", ""grade"": ""D+""}, {""course_id"": ""01403117"", ""course_name"": ""Fundamentals of General Chemistry"", ""grade"": ""B+""}, {""course_id"": ""01208111"", ""course_name"": ""Engineering Drawing"", ""grade"": ""C+""}]",ML Engineer
6610400132,Student_0132,Economics,2,3.13,"[{""name"": ""Financial Modeling"", ""level"": ""Intermediate""}, {""name"": ""Excel (Advanced: Solver, VBA, Power Query)"", ""level"": ""Intermediate""}, {""name"": ""ERP systems (SAP, Oracle, NetSuite)"", ""level"": ""Beginner""}, {""name"": ""Financial modeling"", ""level"": ""Intermediate""}, {""name"": ""Working capital management"", ""level"": ""Intermediate""}, {""name"": ""Presentation Skills"", ""level"": ""Beginner""}, {""name"": ""MATLAB (Economic Modeling)"", ""level"": ""Beginner""}, {""name"": ""Problem Solving"", ""level"": ""Intermediate""}, {""name"": ""Bloomberg Terminal"", ""level"": ""Intermediate""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}]",[Equity Analyst Intern] at [Bualuang Securities 2025] | [M&A Intern] at [Phatra Capital 2025] | [Policy Research Intern] at [NESDC Thailand 2025],"[{""course_id"": ""01101171"", ""course_name"": ""Mathematical Economics I"", ""grade"": ""B+""}, {""course_id"": ""01101181"", ""course_name"": ""Microeconomics I"", ""grade"": ""B""}, {""course_id"": ""01101272"", ""course_name"": ""Economics Statistics I"", ""grade"": ""B""}, {""course_id"": ""01101182"", ""course_name"": ""Macroeconomics I"", ""grade"": ""C""}, {""course_id"": ""01101231"", ""course_name"": ""Labour and Industrial Economics"", ""grade"": ""B""}, {""course_id"": ""01101271"", ""course_name"": ""Mathematical Economics II"", ""grade"": ""B""}, {""course_id"": ""01101283"", ""course_name"": ""Economic Thinking"", ""grade"": ""D+""}, {""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""A""}]",Financial Analyst
6610400133,Student_0133,Economics,2,3.39,"[{""name"": ""RegTech Tools (ComplyAdvantage)"", ""level"": ""Intermediate""}, {""name"": ""Risk assessment"", ""level"": ""Intermediate""}, {""name"": ""RegTech solutions"", ""level"": ""Beginner""}, {""name"": ""Communication"", ""level"": ""Beginner""}, {""name"": ""Regulatory reporting"", ""level"": ""Intermediate""}, {""name"": ""Python (Pandas, NumPy, Statsmodels)"", ""level"": ""Intermediate""}, {""name"": ""Compliance automation"", ""level"": ""Intermediate""}, {""name"": ""Cybersecurity frameworks"", ""level"": ""Beginner""}, {""name"": ""Regulatory knowledge (BOT, SEC, AMLO)"", ""level"": ""Intermediate""}, {""name"": ""Leadership"", ""level"": ""Intermediate""}, {""name"": ""Game Theory"", ""level"": ""Intermediate""}, {""name"": ""Tokenomics Modeling"", ""level"": ""Beginner""}, {""name"": ""Public Finance"", ""level"": ""Intermediate""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]",[RegTech Intern] at [SEC Thailand 2023] | [Research Assistant] at [Bank of Thailand (BOT) 2023] | [Teaching Assistant] at [ECON Department - Econometrics 2023],"[{""course_id"": ""01101272"", ""course_name"": ""Economics Statistics I"", ""grade"": ""B""}, {""course_id"": ""01101171"", ""course_name"": ""Mathematical Economics I"", ""grade"": ""B+""}, {""course_id"": ""01101271"", ""course_name"": ""Mathematical Economics II"", ""grade"": ""B+""}, {""course_id"": ""01101231"", ""course_name"": ""Labour and Industrial Economics"", ""grade"": ""C+""}, {""course_id"": ""01101282"", ""course_name"": ""Macroeconomics II"", ""grade"": ""B+""}, {""course_id"": ""01101273"", ""course_name"": ""Introduction to Computational Economics"", ""grade"": ""B+""}, {""course_id"": ""01101181"", ""course_name"": ""Microeconomics I"", ""grade"": ""A""}, {""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""B""}]",Compliance Officer (RegTech)
6610400134,Student_0134,Economics,2,3.23,"[{""name"": ""Financial modeling"", ""level"": ""Intermediate""}, {""name"": ""Internal controls"", ""level"": ""Intermediate""}, {""name"": ""Financial Modeling"", ""level"": ""Intermediate""}, {""name"": ""Presentation Skills"", ""level"": ""Beginner""}, {""name"": ""Forecasting"", ""level"": ""Intermediate""}, {""name"": ""CPA"", ""level"": ""Intermediate""}, {""name"": ""Tableau"", ""level"": ""Intermediate""}, {""name"": ""Portfolio Management"", ""level"": ""Beginner""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""French"", ""level"": ""Beginner""}]",[Equity Analyst Intern] at [Bualuang Securities 2024] | [Member] at [KU Investment Club 2024],"[{""course_id"": ""01101283"", ""course_name"": ""Economic Thinking"", ""grade"": ""C+""}, {""course_id"": ""01101181"", ""course_name"": ""Microeconomics I"", ""grade"": ""D+""}, {""course_id"": ""01101272"", ""course_name"": ""Economics Statistics I"", ""grade"": ""C""}, {""course_id"": ""01101231"", ""course_name"": ""Labour and Industrial Economics"", ""grade"": ""C""}, {""course_id"": ""01101171"", ""course_name"": ""Mathematical Economics I"", ""grade"": ""B+""}, {""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""A""}]",Financial Analyst
6610400135,Student_0135,Computer Engineering,2,2.51,"[{""name"": ""Directory services"", ""level"": ""Beginner""}, {""name"": ""Disaster recovery"", ""level"": ""Intermediate""}, {""name"": ""Vulnerability management"", ""level"": ""Intermediate""}, {""name"": ""Azure"", ""level"": ""Intermediate""}, {""name"": ""Encryption"", ""level"": ""Intermediate""}, {""name"": ""AWS"", ""level"": ""Intermediate""}, {""name"": ""Communication"", ""level"": ""Beginner""}, {""name"": ""Data protection"", ""level"": ""Intermediate""}, {""name"": ""Container orchestration"", ""level"": ""Intermediate""}, {""name"": ""Postman (API Testing)"", ""level"": ""Intermediate""}, {""name"": ""Burp Suite"", ""level"": ""Intermediate""}, {""name"": ""Scikit-learn"", ""level"": ""Beginner""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}, {""name"": ""Korean"", ""level"": ""Beginner""}]",[ML Engineer Intern] at [Grab Thailand 2023] | [Software Intern] at [True Digital Group 2023],"[{""course_id"": ""01205242"", ""course_name"": ""Electronic Circuits and Systems I"", ""grade"": ""A""}, {""course_id"": ""01204371"", ""course_name"": ""Transform Techniques in Signal Processing"", ""grade"": ""B""}, {""course_id"": ""01204216"", ""course_name"": ""Probability and Statistics for Computer Engineers"", ""grade"": ""A""}, {""course_id"": ""01204215"", ""course_name"": ""Mathematical Foundations for Computer Engineers"", ""grade"": ""A""}, {""course_id"": ""01403117"", ""course_name"": ""Fundamentals of General Chemistry"", ""grade"": ""B""}, {""course_id"": ""01204113"", ""course_name"": ""Computer and Programming for Computer Engineers"", ""grade"": ""B""}, {""course_id"": ""01204212"", ""course_name"": ""Abstract Data Types and Problem Solving"", ""grade"": ""B+""}, {""course_id"": ""01204332"", ""course_name"": ""Operating Systems"", ""grade"": ""C""}]",Cloud Architect
6610400136,Student_0136,Computer Engineering,2,2.46,"[{""name"": ""Apache Kafka"", ""level"": ""Beginner""}, {""name"": ""MySQL"", ""level"": ""Intermediate""}, {""name"": ""MS SQL"", ""level"": ""Intermediate""}, {""name"": ""Redis"", ""level"": ""Intermediate""}, {""name"": ""SQL Server"", ""level"": ""Intermediate""}, {""name"": ""Django"", ""level"": ""Intermediate""}, {""name"": ""Figma"", ""level"": ""Beginner""}, {""name"": ""PKI"", ""level"": ""Intermediate""}, {""name"": ""MongoDB"", ""level"": ""Intermediate""}, {""name"": ""Node.js"", ""level"": ""Intermediate""}, {""name"": ""Leadership"", ""level"": ""Intermediate""}, {""name"": ""Machine Learning"", ""level"": ""Beginner""}, {""name"": ""Spring Boot"", ""level"": ""Beginner""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]",[Backend Developer] at [Senior Capstone Project 2024] | [Open-Source Contributor] at [GitHub Projects 2024] | [Software Intern] at [True Digital Group 2024],"[{""course_id"": ""01403117"", ""course_name"": ""Fundamentals of General Chemistry"", ""grade"": ""B+""}, {""course_id"": ""01204216"", ""course_name"": ""Probability and Statistics for Computer Engineers"", ""grade"": ""B+""}, {""course_id"": ""01403114"", ""course_name"": ""Lab: Fundamentals of General Chemistry"", ""grade"": ""D+""}, {""course_id"": ""01420111"", ""course_name"": ""General Physics I"", ""grade"": ""B""}, {""course_id"": ""01204214"", ""course_name"": ""Problem Solving Laboratory"", ""grade"": ""C+""}, {""course_id"": ""01208111"", ""course_name"": ""Engineering Drawing"", ""grade"": ""C+""}]",Backend Engineer
6610400137,Student_0137,Economics,2,2.6,"[{""name"": ""Green bonds"", ""level"": ""Intermediate""}, {""name"": ""Cost-Benefit Analysis (CBA)"", ""level"": ""Intermediate""}, {""name"": ""Data analysis"", ""level"": ""Intermediate""}, {""name"": ""Project management"", ""level"": ""Beginner""}, {""name"": ""Research Skills"", ""level"": ""Beginner""}, {""name"": ""Stakeholder coordination"", ""level"": ""Beginner""}, {""name"": ""Social Impact Evaluation"", ""level"": ""Beginner""}, {""name"": ""Product Roadmapping"", ""level"": ""Intermediate""}, {""name"": ""Tax Planning"", ""level"": ""Beginner""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}, {""name"": ""Korean"", ""level"": ""Beginner""}]",[Green Finance RA] at [Climate Policy Initiative 2024] | [Research Assistant] at [Bank of Thailand (BOT) 2024],"[{""course_id"": ""01101272"", ""course_name"": ""Economics Statistics I"", ""grade"": ""C+""}, {""course_id"": ""01101282"", ""course_name"": ""Macroeconomics II"", ""grade"": ""A""}, {""course_id"": ""01101231"", ""course_name"": ""Labour and Industrial Economics"", ""grade"": ""B""}, {""course_id"": ""01101181"", ""course_name"": ""Microeconomics I"", ""grade"": ""B+""}, {""course_id"": ""01101283"", ""course_name"": ""Economic Thinking"", ""grade"": ""B+""}, {""course_id"": ""01101171"", ""course_name"": ""Mathematical Economics I"", ""grade"": ""B""}, {""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""A""}, {""course_id"": ""01101271"", ""course_name"": ""Mathematical Economics II"", ""grade"": ""C+""}, {""course_id"": ""01101273"", ""course_name"": ""Introduction to Computational Economics"", ""grade"": ""A""}, {""course_id"": ""01101182"", ""course_name"": ""Macroeconomics I"", ""grade"": ""C""}]",Sustainability / ESG Finance Analyst
6610400138,Student_0138,Computer Engineering,2,3.34,"[{""name"": ""Power BI"", ""level"": ""Intermediate""}, {""name"": ""Message queuing"", ""level"": ""Beginner""}, {""name"": ""Stream processing"", ""level"": ""Beginner""}, {""name"": ""Statistics"", ""level"": ""Intermediate""}, {""name"": ""Machine Learning"", ""level"": ""Intermediate""}, {""name"": ""Statistical Modeling"", ""level"": ""Intermediate""}, {""name"": ""Data Visualization"", ""level"": ""Intermediate""}, {""name"": ""Pandas / NumPy"", ""level"": ""Intermediate""}, {""name"": ""Python"", ""level"": ""Intermediate""}, {""name"": ""Reinforcement Learning"", ""level"": ""Beginner""}, {""name"": ""Data Engineering"", ""level"": ""Beginner""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}]",[AI Research Intern] at [NECTEC AI Lab 2023] | [Cloud Intern] at [SCB Tech Group 2023],"[{""course_id"": ""01403114"", ""course_name"": ""Lab: Fundamentals of General Chemistry"", ""grade"": ""B+""}, {""course_id"": ""01420111"", ""course_name"": ""General Physics I"", ""grade"": ""A""}, {""course_id"": ""01204371"", ""course_name"": ""Transform Techniques in Signal Processing"", ""grade"": ""B+""}, {""course_id"": ""01204215"", ""course_name"": ""Mathematical Foundations for Computer Engineers"", ""grade"": ""B""}, {""course_id"": ""01204113"", ""course_name"": ""Computer and Programming for Computer Engineers"", ""grade"": ""C""}, {""course_id"": ""01204212"", ""course_name"": ""Abstract Data Types and Problem Solving"", ""grade"": ""C+""}, {""course_id"": ""01204214"", ""course_name"": ""Problem Solving Laboratory"", ""grade"": ""B""}, {""course_id"": ""01204332"", ""course_name"": ""Operating Systems"", ""grade"": ""C""}]",Data Scientist
6610400139,Student_0139,Computer Engineering,2,2.93,"[{""name"": ""Zero-Knowledge Proofs (ZKP)"", ""level"": ""Beginner""}, {""name"": ""Node.js"", ""level"": ""Beginner""}, {""name"": ""Web3 development"", ""level"": ""Intermediate""}, {""name"": ""Problem Solving"", ""level"": ""Beginner""}, {""name"": ""High-availability systems"", ""level"": ""Intermediate""}, {""name"": ""Blockchain technology"", ""level"": ""Intermediate""}, {""name"": ""High-load systems"", ""level"": ""Intermediate""}, {""name"": ""Natural Language Processing"", ""level"": ""Intermediate""}, {""name"": ""Apache Kafka"", ""level"": ""Intermediate""}, {""name"": ""LLM Fine-tuning"", ""level"": ""Intermediate""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}, {""name"": ""German"", ""level"": ""Beginner""}]",[Smart Contract Dev] at [Bitkub Chain Hackathon 2023] | [Full-Stack Developer] at [Student Startup (YC-backed) 2023] | [Open-Source Contributor] at [GitHub Projects 2023],"[{""course_id"": ""01204212"", ""course_name"": ""Abstract Data Types and Problem Solving"", ""grade"": ""C+""}, {""course_id"": ""01204371"", ""course_name"": ""Transform Techniques in Signal Processing"", ""grade"": ""A""}, {""course_id"": ""01204332"", ""course_name"": ""Operating Systems"", ""grade"": ""C+""}, {""course_id"": ""01204216"", ""course_name"": ""Probability and Statistics for Computer Engineers"", ""grade"": ""B""}, {""course_id"": ""01420113"", ""course_name"": ""Physics Laboratory I"", ""grade"": ""C""}, {""course_id"": ""01420111"", ""course_name"": ""General Physics I"", ""grade"": ""B+""}, {""course_id"": ""01417167"", ""course_name"": ""Engineering Mathematics I"", ""grade"": ""C""}, {""course_id"": ""01403117"", ""course_name"": ""Fundamentals of General Chemistry"", ""grade"": ""C+""}, {""course_id"": ""01208111"", ""course_name"": ""Engineering Drawing"", ""grade"": ""B+""}]",Blockchain / Web3 Developer
6610400140,Student_0140,Computer Engineering,2,2.73,"[{""name"": ""Prompt Engineering"", ""level"": ""Intermediate""}, {""name"": ""VertexAI"", ""level"": ""Beginner""}, {""name"": ""AWS (EC2, S3, Lambda)"", ""level"": ""Beginner""}, {""name"": ""OpenAI Agent SDK"", ""level"": ""Intermediate""}, {""name"": ""C++"", ""level"": ""Intermediate""}, {""name"": ""Generative AI"", ""level"": ""Intermediate""}, {""name"": ""FastAPI"", ""level"": ""Intermediate""}, {""name"": ""Time Management"", ""level"": ""Intermediate""}, {""name"": ""Node.js"", ""level"": ""Intermediate""}, {""name"": ""Computer Vision"", ""level"": ""Beginner""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]",[LLM App Developer] at [AI Builders Thailand 2024] | [Software Intern] at [True Digital Group 2024],"[{""course_id"": ""01204332"", ""course_name"": ""Operating Systems"", ""grade"": ""C""}, {""course_id"": ""01205211"", ""course_name"": ""Electric Circuit Analysis I"", ""grade"": ""C+""}, {""course_id"": ""01208111"", ""course_name"": ""Engineering Drawing"", ""grade"": ""C""}, {""course_id"": ""01420111"", ""course_name"": ""General Physics I"", ""grade"": ""B+""}, {""course_id"": ""01420113"", ""course_name"": ""Physics Laboratory I"", ""grade"": ""C""}, {""course_id"": ""01204113"", ""course_name"": ""Computer and Programming for Computer Engineers"", ""grade"": ""D+""}, {""course_id"": ""01417168"", ""course_name"": ""Engineering Mathematics II"", ""grade"": ""C+""}, {""course_id"": ""01204214"", ""course_name"": ""Problem Solving Laboratory"", ""grade"": ""B+""}, {""course_id"": ""01403117"", ""course_name"": ""Fundamentals of General Chemistry"", ""grade"": ""A""}, {""course_id"": ""01204215"", ""course_name"": ""Mathematical Foundations for Computer Engineers"", ""grade"": ""C""}]",AI Engineer
6610400141,Student_0141,Economics,2,3.33,"[{""name"": ""Communication"", ""level"": ""Intermediate""}, {""name"": ""Data Analytics"", ""level"": ""Intermediate""}, {""name"": ""Stakeholder management"", ""level"": ""Intermediate""}, {""name"": ""Agile / Scrum Methodology"", ""level"": ""Intermediate""}, {""name"": ""Stakeholder Management"", ""level"": ""Intermediate""}, {""name"": ""Product lifecycle management"", ""level"": ""Intermediate""}, {""name"": ""User Research"", ""level"": ""Intermediate""}, {""name"": ""Payment Systems Knowledge"", ""level"": ""Intermediate""}, {""name"": ""Tax Policy Analysis"", ""level"": ""Intermediate""}, {""name"": ""Causal Inference (DiD, RDD, IV)"", ""level"": ""Beginner""}, {""name"": ""Negotiation"", ""level"": ""Intermediate""}]","[{""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}]",[FinTech Intern] at [KASIKORN Business-Technology Group 2023] | [Data Analyst Intern] at [SCB EIC 2023] | [Equity Analyst Intern] at [Bualuang Securities 2023],"[{""course_id"": ""01101171"", ""course_name"": ""Mathematical Economics I"", ""grade"": ""C""}, {""course_id"": ""01101272"", ""course_name"": ""Economics Statistics I"", ""grade"": ""B""}, {""course_id"": ""01101181"", ""course_name"": ""Microeconomics I"", ""grade"": ""C""}, {""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""C""}, {""course_id"": ""01101271"", ""course_name"": ""Mathematical Economics II"", ""grade"": ""B+""}, {""course_id"": ""01101273"", ""course_name"": ""Introduction to Computational Economics"", ""grade"": ""B+""}, {""course_id"": ""01101231"", ""course_name"": ""Labour and Industrial Economics"", ""grade"": ""C+""}, {""course_id"": ""01101282"", ""course_name"": ""Macroeconomics II"", ""grade"": ""C""}, {""course_id"": ""01101182"", ""course_name"": ""Macroeconomics I"", ""grade"": ""B""}, {""course_id"": ""01101283"", ""course_name"": ""Economic Thinking"", ""grade"": ""A""}]",FinTech Product Manager
