alumni_id,faculty,first_job_title,gpa_at_graduation,skills,activities_in_college,key_course_grades,salary_start,years_to_promotion,success_score
BT_0049,Computer Engineering,ML Engineer,3.67,"[{""name"": ""Natural Language Processing"", ""level"": ""Advanced""}, {""name"": ""Hugging Face Transformers"", ""level"": ""Advanced""}, {""name"": ""Machine Learning"", ""level"": ""Intermediate""}, {""name"": ""Docker"", ""level"": ""Advanced""}, {""name"": ""Model Deployment (MLOps)"", ""level"": ""Beginner""}, {""name"": ""Problem Solving"", ""level"": ""Advanced""}, {""name"": ""AWS"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]",[AI Research Intern] at [NECTEC AI Lab 2025] | [Open-Source Contributor] at [GitHub Projects 2025],"[{""course_id"": ""01204223"", ""course_name"": ""Practicum in Computer Engineering"", ""grade"": ""B+""}, {""course_id"": ""01204114"", ""course_name"": ""Introduction to Computer Hardware Development"", ""grade"": ""B+""}, {""course_id"": ""01205242"", ""course_name"": ""Electronic Circuits and Systems I"", ""grade"": ""B""}, {""course_id"": ""01204325"", ""course_name"": ""Data Communication and Computer Networks"", ""grade"": ""B+""}, {""course_id"": ""01420111"", ""course_name"": ""General Physics I"", ""grade"": ""C""}, {""course_id"": ""01403117"", ""course_name"": ""Fundamentals of General Chemistry"", ""grade"": ""B+""}, {""course_id"": ""01204391"", ""course_name"": ""Career and Social Skill Development Laboratory"", ""grade"": ""C+""}, {""course_id"": ""01204222"", ""course_name"": ""Digital Systems Design"", ""grade"": ""B""}, {""course_id"": ""01204113"", ""course_name"": ""Computer and Programming for Computer Engineers"", ""grade"": ""B+""}, {""course_id"": ""01219335"", ""course_name"": ""Data Acquisition and Integration"", ""grade"": ""B+""}, {""course_id"": ""01204411"", ""course_name"": ""Quantum Computing"", ""grade"": ""C+""}, {""course_id"": ""01219351"", ""course_name"": ""Web Application Development"", ""grade"": ""B+""}, {""course_id"": ""01219364"", ""course_name"": ""Knowledge Discovery"", ""grade"": ""A""}]",53621,4,72
BT_0050,Computer Engineering,AI Engineer,3.18,"[{""name"": ""Kubernetes"", ""level"": ""Intermediate""}, {""name"": ""Prompt engineering"", ""level"": ""Intermediate""}, {""name"": ""LangGraph"", ""level"": ""Advanced""}, {""name"": ""Git"", ""level"": ""Intermediate""}, {""name"": ""Microservices architecture"", ""level"": ""Advanced""}, {""name"": ""Apache Spark"", ""level"": ""Advanced""}, {""name"": ""Go"", ""level"": ""Intermediate""}, {""name"": ""Problem Solving"", ""level"": ""Intermediate""}, {""name"": ""MLflow"", ""level"": ""Advanced""}, {""name"": ""Airflow"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]",[LLM App Developer] at [AI Builders Thailand 2022] | [AI Research Intern] at [NECTEC AI Lab 2022] | [Software Intern] at [True Digital Group 2022],"[{""course_id"": ""01204113"", ""course_name"": ""Computer and Programming for Computer Engineers"", ""grade"": ""A""}, {""course_id"": ""01204225"", ""course_name"": ""Computer Architecture and Organization"", ""grade"": ""B""}, {""course_id"": ""01204114"", ""course_name"": ""Introduction to Computer Hardware Development"", ""grade"": ""A""}, {""course_id"": ""01204324"", ""course_name"": ""Computer System Laboratory"", ""grade"": ""C+""}, {""course_id"": ""01204214"", ""course_name"": ""Problem Solving Laboratory"", ""grade"": ""A""}, {""course_id"": ""01204223"", ""course_name"": ""Practicum in Computer Engineering"", ""grade"": ""C+""}, {""course_id"": ""01204212"", ""course_name"": ""Abstract Data Types and Problem Solving"", ""grade"": ""B""}, {""course_id"": ""01420113"", ""course_name"": ""Physics Laboratory I"", ""grade"": ""A""}, {""course_id"": ""01219333"", ""course_name"": ""Introduction to Data Mining"", ""grade"": ""C+""}, {""course_id"": ""01219421"", ""course_name"": ""Cloud Computing Technology and Management"", ""grade"": ""B""}, {""course_id"": ""01219334"", ""course_name"": ""Transaction Processing"", ""grade"": ""C""}]",73146,3,77
BT_0051,Economics,Risk Manager,3.37,"[{""name"": ""Root cause analysis"", ""level"": ""Advanced""}, {""name"": ""Econometrics"", ""level"": ""Beginner""}, {""name"": ""Bloomberg Terminal"", ""level"": ""Advanced""}, {""name"": ""Legal risk review"", ""level"": ""Advanced""}, {""name"": ""Fixed Income Analysis"", ""level"": ""Intermediate""}, {""name"": ""Analytical Thinking"", ""level"": ""Advanced""}, {""name"": ""Margin loan policies"", ""level"": ""Advanced""}, {""name"": ""Attention to Detail"", ""level"": ""Advanced""}, {""name"": ""Credit risk models"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""Korean"", ""level"": ""Beginner""}]",[Equity Analyst Intern] at [Bualuang Securities 2025] | [Corporate Finance Intern] at [PTT Global Chemical 2025] | [M&A Intern] at [Phatra Capital 2025] | [Member] at [KU Investment Club 2025],"[{""course_id"": ""01101273"", ""course_name"": ""Introduction to Computational Economics"", ""grade"": ""B""}, {""course_id"": ""01101312"", ""course_name"": ""Thai Economy"", ""grade"": ""C""}, {""course_id"": ""01101181"", ""course_name"": ""Microeconomics I"", ""grade"": ""C+""}, {""course_id"": ""01101371"", ""course_name"": ""Economics Statistics II"", ""grade"": ""B""}, {""course_id"": ""01101272"", ""course_name"": ""Economics Statistics I"", ""grade"": ""B+""}, {""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""B+""}, {""course_id"": ""01101478"", ""course_name"": ""Intermediate Computational Economics"", ""grade"": ""A""}, {""course_id"": ""01101451"", ""course_name"": ""Economics of Industrial Organization"", ""grade"": ""A""}, {""course_id"": ""01101498"", ""course_name"": ""Special Problems"", ""grade"": ""A""}]",53968,3,79
BT_0052,Computer Engineering,AI Engineer,3.26,"[{""name"": ""REST API Design"", ""level"": ""Intermediate""}, {""name"": ""Data analysis"", ""level"": ""Advanced""}, {""name"": ""FastAPI"", ""level"": ""Advanced""}, {""name"": ""RAG (Retrieval-Augmented Generation)"", ""level"": ""Intermediate""}, {""name"": ""Docker"", ""level"": ""Advanced""}, {""name"": ""CI/CD workflows"", ""level"": ""Intermediate""}, {""name"": ""Git"", ""level"": ""Advanced""}, {""name"": ""C++"", ""level"": ""Advanced""}, {""name"": ""Figma"", ""level"": ""Advanced""}, {""name"": ""Problem Solving"", ""level"": ""Intermediate""}, {""name"": ""Power BI"", ""level"": ""Advanced""}, {""name"": ""Apache Spark"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""Japanese"", ""level"": ""Intermediate""}]",[LLM App Developer] at [AI Builders Thailand 2024] | [Software Intern] at [True Digital Group 2024] | [AI Research Intern] at [NECTEC AI Lab 2024] | [DevOps Engineer Intern] at [LINE Thailand 2024],"[{""course_id"": ""01204323"", ""course_name"": ""Electronic Laboratory for Embedded Systems"", ""grade"": ""C""}, {""course_id"": ""01205242"", ""course_name"": ""Electronic Circuits and Systems I"", ""grade"": ""B+""}, {""course_id"": ""01204215"", ""course_name"": ""Mathematical Foundations for Computer Engineers"", ""grade"": ""B+""}, {""course_id"": ""01204437"", ""course_name"": ""Computer System Security"", ""grade"": ""A""}, {""course_id"": ""01204225"", ""course_name"": ""Computer Architecture and Organization"", ""grade"": ""B+""}, {""course_id"": ""01204324"", ""course_name"": ""Computer System Laboratory"", ""grade"": ""B+""}, {""course_id"": ""01204113"", ""course_name"": ""Computer and Programming for Computer Engineers"", ""grade"": ""A""}, {""course_id"": ""01204352"", ""course_name"": ""Laws and Ethics in Information Technology"", ""grade"": ""B+""}, {""course_id"": ""01204458"", ""course_name"": ""Introduction to Computational Finance"", ""grade"": ""A""}, {""course_id"": ""01204483"", ""course_name"": ""Digital Image Processing"", ""grade"": ""A""}]",76670,2,83
BT_0053,Computer Engineering,Game Developer,2.5,"[{""name"": ""Computer Graphics"", ""level"": ""Advanced""}, {""name"": ""TypeScript"", ""level"": ""Intermediate""}, {""name"": ""React"", ""level"": ""Advanced""}, {""name"": ""Object-oriented programming"", ""level"": ""Advanced""}, {""name"": ""MongoDB"", ""level"": ""Advanced""}, {""name"": ""GraphQL"", ""level"": ""Advanced""}, {""name"": ""Git / Version Control"", ""level"": ""Advanced""}, {""name"": ""C#"", ""level"": ""Intermediate""}, {""name"": ""NoSQL"", ""level"": ""Advanced""}, {""name"": ""Unreal Engine"", ""level"": ""Advanced""}, {""name"": ""Creativity & Innovation"", ""level"": ""Advanced""}, {""name"": ""Problem Solving"", ""level"": ""Advanced""}, {""name"": ""3D Math"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]",[Game Developer Intern] at [Yggdrazil Group 2022] | [Workshop Facilitator] at [KU Coding Club 2022] | [Open-Source Contributor] at [GitHub Projects 2022] | [Software Intern] at [True Digital Group 2022],"[{""course_id"": ""01204225"", ""course_name"": ""Computer Architecture and Organization"", ""grade"": ""C""}, {""course_id"": ""01204222"", ""course_name"": ""Digital Systems Design"", ""grade"": ""C""}, {""course_id"": ""01204341"", ""course_name"": ""Software Engineering"", ""grade"": ""B""}, {""course_id"": ""01420111"", ""course_name"": ""General Physics I"", ""grade"": ""B""}, {""course_id"": ""01204211"", ""course_name"": ""Discrete Mathematics and Theory of Computation"", ""grade"": ""B""}, {""course_id"": ""01403114"", ""course_name"": ""Lab: Fundamentals of General Chemistry"", ""grade"": ""A""}, {""course_id"": ""01204454"", ""course_name"": ""Management of Technology and Innovation"", ""grade"": ""B+""}, {""course_id"": ""01204342"", ""course_name"": ""Managing Software Development"", ""grade"": ""B""}, {""course_id"": ""01204481"", ""course_name"": ""Foundations of Computer Graphics"", ""grade"": ""B+""}, {""course_id"": ""01204352"", ""course_name"": ""Laws and Ethics in Information Technology"", ""grade"": ""B""}]",43716,4,85
BT_0054,Economics,Compliance Officer (RegTech),2.33,"[{""name"": ""Compliance automation"", ""level"": ""Advanced""}, {""name"": ""Regulatory knowledge (BOT, SEC, AMLO)"", ""level"": ""Intermediate""}, {""name"": ""Regulatory reporting"", ""level"": ""Intermediate""}, {""name"": ""Risk Management (VaR, CVaR)"", ""level"": ""Advanced""}, {""name"": ""Transaction monitoring"", ""level"": ""Advanced""}, {""name"": ""Report Writing"", ""level"": ""Advanced""}, {""name"": ""Regulatory Frameworks (Basel III, MiFID II)"", ""level"": ""Intermediate""}, {""name"": ""KYC/AML"", ""level"": ""Advanced""}, {""name"": ""Digital assets knowledge"", ""level"": ""Intermediate""}, {""name"": ""Python (Pandas, NumPy, Statsmodels)"", ""level"": ""Intermediate""}, {""name"": ""Payment systems"", ""level"": ""Intermediate""}, {""name"": ""Cybersecurity frameworks"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]",[RegTech Intern] at [SEC Thailand 2025] | [Teaching Assistant] at [ECON Department - Econometrics 2025] | [Research Assistant] at [Bank of Thailand (BOT) 2025] | [Budget Analyst Intern] at [Ministry of Finance Thailand 2025],"[{""course_id"": ""01101283"", ""course_name"": ""Economic Thinking"", ""grade"": ""B+""}, {""course_id"": ""01101491"", ""course_name"": ""Research Methods in Economics"", ""grade"": ""B""}, {""course_id"": ""01101372"", ""course_name"": ""Econometrics I"", ""grade"": ""B""}, {""course_id"": ""01101282"", ""course_name"": ""Macroeconomics II"", ""grade"": ""A""}, {""course_id"": ""01101312"", ""course_name"": ""Thai Economy"", ""grade"": ""A""}, {""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""C+""}, {""course_id"": ""01101385"", ""course_name"": ""Economic Development and International Trade"", ""grade"": ""B""}, {""course_id"": ""01101476"", ""course_name"": ""Microeconometrics"", ""grade"": ""B""}, {""course_id"": ""01101486"", ""course_name"": ""Behavioural Economics"", ""grade"": ""B+""}, {""course_id"": ""01101456"", ""course_name"": ""Behavioral Finance"", ""grade"": ""A""}]",53939,5,79
BT_0055,Economics,Economist,3.17,"[{""name"": ""Research Methods in Economics"", ""level"": ""Advanced""}, {""name"": ""SQL"", ""level"": ""Advanced""}, {""name"": ""Microeconomic theory"", ""level"": ""Advanced""}, {""name"": ""Econometrics"", ""level"": ""Beginner""}, {""name"": ""Academic Paper Writing"", ""level"": ""Advanced""}, {""name"": ""Python"", ""level"": ""Advanced""}, {""name"": ""R"", ""level"": ""Advanced""}, {""name"": ""Python (Pandas, NumPy, Statsmodels)"", ""level"": ""Advanced""}, {""name"": ""MATLAB (Economic Modeling)"", ""level"": ""Advanced""}, {""name"": ""Marketplace design"", ""level"": ""Advanced""}, {""name"": ""Difference-in-differences"", ""level"": ""Advanced""}, {""name"": ""Instrumental variables"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Beginner""}]",[Research Assistant] at [Bank of Thailand (BOT) 2023] | [Teaching Assistant] at [ECON Department - Econometrics 2023] | [Data Analyst Intern] at [SCB EIC 2023],"[{""course_id"": ""01101284"", ""course_name"": ""Economics of Natural Resources and Public Policy"", ""grade"": ""A""}, {""course_id"": ""01101491"", ""course_name"": ""Research Methods in Economics"", ""grade"": ""B+""}, {""course_id"": ""01101181"", ""course_name"": ""Microeconomics I"", ""grade"": ""C""}, {""course_id"": ""01101497"", ""course_name"": ""Seminar"", ""grade"": ""B+""}, {""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""A""}, {""course_id"": ""01101171"", ""course_name"": ""Mathematical Economics I"", ""grade"": ""A""}, {""course_id"": ""01101231"", ""course_name"": ""Labour and Industrial Economics"", ""grade"": ""A""}, {""course_id"": ""01101273"", ""course_name"": ""Introduction to Computational Economics"", ""grade"": ""B""}, {""course_id"": ""01101371"", ""course_name"": ""Economics Statistics II"", ""grade"": ""B+""}, {""course_id"": ""01101372"", ""course_name"": ""Econometrics I"", ""grade"": ""C""}, {""course_id"": ""01101481"", ""course_name"": ""Welfare Economics"", ""grade"": ""B+""}, {""course_id"": ""01101437"", ""course_name"": ""International Trade Theory and Policy"", ""grade"": ""C+""}, {""course_id"": ""01101424"", ""course_name"": ""Business Economics of Strategy"", ""grade"": ""B""}]",36025,5,70
BT_0056,Economics,FinTech Product Manager,3.45,"[{""name"": ""Data Analytics"", ""level"": ""Intermediate""}, {""name"": ""User Research"", ""level"": ""Intermediate""}, {""name"": ""A/B Testing"", ""level"": ""Intermediate""}, {""name"": ""Product Roadmapping"", ""level"": ""Advanced""}, {""name"": ""Communication"", ""level"": ""Advanced""}, {""name"": ""Presentation Skills"", ""level"": ""Advanced""}, {""name"": ""Payment Systems Knowledge"", ""level"": ""Advanced""}, {""name"": ""SQL (Data Querying)"", ""level"": ""Advanced""}, {""name"": ""Financial Modeling"", ""level"": ""Intermediate""}, {""name"": ""Agile"", ""level"": ""Intermediate""}, {""name"": ""Leadership"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""French"", ""level"": ""Beginner""}]",[FinTech Intern] at [KASIKORN Business-Technology Group 2024] | [Crypto Analyst Intern] at [Bitkub Exchange 2024],"[{""course_id"": ""01101372"", ""course_name"": ""Econometrics I"", ""grade"": ""A""}, {""course_id"": ""01101181"", ""course_name"": ""Microeconomics I"", ""grade"": ""C+""}, {""course_id"": ""01101312"", ""course_name"": ""Thai Economy"", ""grade"": ""C+""}, {""course_id"": ""01101491"", ""course_name"": ""Research Methods in Economics"", ""grade"": ""C+""}, {""course_id"": ""01101381"", ""course_name"": ""History of Economic Thought"", ""grade"": ""B+""}, {""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""B""}, {""course_id"": ""01101284"", ""course_name"": ""Economics of Natural Resources and Public Policy"", ""grade"": ""B""}, {""course_id"": ""01101273"", ""course_name"": ""Introduction to Computational Economics"", ""grade"": ""B+""}, {""course_id"": ""01101441"", ""course_name"": ""Public Economics"", ""grade"": ""B+""}, {""course_id"": ""01101482"", ""course_name"": ""Economic Growth and Stability"", ""grade"": ""B""}, {""course_id"": ""01101437"", ""course_name"": ""International Trade Theory and Policy"", ""grade"": ""A""}, {""course_id"": ""01101422"", ""course_name"": ""Economics of Financial Risk Management"", ""grade"": ""A""}]",75997,3,88
BT_0057,Economics,Corporate Finance Analyst,3.26,"[{""name"": ""Cost-Benefit Analysis (CBA)"", ""level"": ""Advanced""}, {""name"": ""Microsoft Word"", ""level"": ""Advanced""}, {""name"": ""Financial analysis"", ""level"": ""Advanced""}, {""name"": ""Financial Statement Analysis"", ""level"": ""Advanced""}, {""name"": ""Valuation (DCF, Comps)"", ""level"": ""Beginner""}, {""name"": ""Negotiation"", ""level"": ""Advanced""}, {""name"": ""Leadership"", ""level"": ""Advanced""}, {""name"": ""Credit analysis"", ""level"": ""Advanced""}, {""name"": ""Power BI"", ""level"": ""Advanced""}, {""name"": ""Communication"", ""level"": ""Intermediate""}, {""name"": ""Financial Advisory"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Beginner""}, {""name"": ""Chinese"", ""level"": ""Intermediate""}]",[Quantitative Analyst] at [Kasikorn Asset Management 2022] | [Equity Analyst Intern] at [Bualuang Securities 2022] | [M&A Intern] at [Phatra Capital 2022] | [Policy Research Intern] at [NESDC Thailand 2022],"[{""course_id"": ""01101282"", ""course_name"": ""Macroeconomics II"", ""grade"": ""B+""}, {""course_id"": ""01101273"", ""course_name"": ""Introduction to Computational Economics"", ""grade"": ""B+""}, {""course_id"": ""01101381"", ""course_name"": ""History of Economic Thought"", ""grade"": ""B""}, {""course_id"": ""01101497"", ""course_name"": ""Seminar"", ""grade"": ""A""}, {""course_id"": ""01101182"", ""course_name"": ""Macroeconomics I"", ""grade"": ""C""}, {""course_id"": ""01101231"", ""course_name"": ""Labour and Industrial Economics"", ""grade"": ""B+""}, {""course_id"": ""01101491"", ""course_name"": ""Research Methods in Economics"", ""grade"": ""A""}, {""course_id"": ""01101284"", ""course_name"": ""Economics of Natural Resources and Public Policy"", ""grade"": ""A""}, {""course_id"": ""01101312"", ""course_name"": ""Thai Economy"", ""grade"": ""C""}, {""course_id"": ""01101283"", ""course_name"": ""Economic Thinking"", ""grade"": ""B+""}, {""course_id"": ""01101482"", ""course_name"": ""Economic Growth and Stability"", ""grade"": ""A""}, {""course_id"": ""01101478"", ""course_name"": ""Intermediate Computational Economics"", ""grade"": ""B+""}]",70571,1,99
BT_0058,Economics,Equity Research Analyst,3.2,"[{""name"": ""Microsoft PowerPoint"", ""level"": ""Advanced""}, {""name"": ""Investment Analysis"", ""level"": ""Intermediate""}, {""name"": ""Financial modeling"", ""level"": ""Intermediate""}, {""name"": ""Cash flow projection"", ""level"": ""Intermediate""}, {""name"": ""Financial analysis"", ""level"": ""Advanced""}, {""name"": ""Report Writing"", ""level"": ""Advanced""}, {""name"": ""Presentation Skills"", ""level"": ""Intermediate""}, {""name"": ""Financial Advisory"", ""level"": ""Advanced""}, {""name"": ""Debt Capital Markets"", ""level"": ""Advanced""}, {""name"": ""Communication"", ""level"": ""Advanced""}, {""name"": ""Reuters Eikon"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""Japanese"", ""level"": ""Intermediate""}]",[Equity Analyst Intern] at [Bualuang Securities 2022] | [M&A Intern] at [Phatra Capital 2022] | [Policy Research Intern] at [NESDC Thailand 2022],"[{""course_id"": ""01101282"", ""course_name"": ""Macroeconomics II"", ""grade"": ""B+""}, {""course_id"": ""01101497"", ""course_name"": ""Seminar"", ""grade"": ""B""}, {""course_id"": ""01101312"", ""course_name"": ""Thai Economy"", ""grade"": ""C""}, {""course_id"": ""01101381"", ""course_name"": ""History of Economic Thought"", ""grade"": ""B+""}, {""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""C+""}, {""course_id"": ""01101371"", ""course_name"": ""Economics Statistics II"", ""grade"": ""B+""}, {""course_id"": ""01101271"", ""course_name"": ""Mathematical Economics II"", ""grade"": ""C+""}, {""course_id"": ""01101475"", ""course_name"": ""Mathematical Economics IV"", ""grade"": ""B""}, {""course_id"": ""01101445"", ""course_name"": ""Urban and Housing Economics"", ""grade"": ""B+""}, {""course_id"": ""01101452"", ""course_name"": ""Monetary Theory and Policy"", ""grade"": ""C+""}, {""course_id"": ""01101482"", ""course_name"": ""Economic Growth and Stability"", ""grade"": ""B+""}]",74285,3,86
BT_0059,Computer Engineering,Product Manager (Technical),3.21,"[{""name"": ""Decision-making"", ""level"": ""Intermediate""}, {""name"": ""Capability building"", ""level"": ""Advanced""}, {""name"": ""Product strategy"", ""level"": ""Intermediate""}, {""name"": ""Cross-functional collaboration"", ""level"": ""Intermediate""}, {""name"": ""A/B Testing"", ""level"": ""Beginner""}, {""name"": ""Coaching"", ""level"": ""Advanced""}, {""name"": ""Communication"", ""level"": ""Beginner""}, {""name"": ""Data Analytics"", ""level"": ""Intermediate""}, {""name"": ""Figma (UI/UX)"", ""level"": ""Advanced""}, {""name"": ""Financial Modeling"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]",[Team Lead] at [KU Hackathon 2022] | [Full-Stack Developer] at [Student Startup (YC-backed) 2022],"[{""course_id"": ""01204223"", ""course_name"": ""Practicum in Computer Engineering"", ""grade"": ""A""}, {""course_id"": ""01417168"", ""course_name"": ""Engineering Mathematics II"", ""grade"": ""A""}, {""course_id"": ""01204271"", ""course_name"": ""Introduction to Computer Engineering"", ""grade"": ""B+""}, {""course_id"": ""01204421"", ""course_name"": ""Computer Networks"", ""grade"": ""B""}, {""course_id"": ""01204332"", ""course_name"": ""Operating Systems"", ""grade"": ""B""}, {""course_id"": ""01420111"", ""course_name"": ""General Physics I"", ""grade"": ""C+""}, {""course_id"": ""01204222"", ""course_name"": ""Digital Systems Design"", ""grade"": ""B""}, {""course_id"": ""01204215"", ""course_name"": ""Mathematical Foundations for Computer Engineers"", ""grade"": ""B""}, {""course_id"": ""01204351"", ""course_name"": ""Database Systems"", ""grade"": ""B""}, {""course_id"": ""01204433"", ""course_name"": ""Programming Language Translation"", ""grade"": ""B+""}]",67650,2,84
BT_0060,Computer Engineering,MLOps Engineer,3.31,"[{""name"": ""AWS (EC2, S3, Lambda)"", ""level"": ""Intermediate""}, {""name"": ""LangSmith"", ""level"": ""Advanced""}, {""name"": ""Model Deployment (MLOps)"", ""level"": ""Intermediate""}, {""name"": ""Scikit-learn"", ""level"": ""Intermediate""}, {""name"": ""LangFuse"", ""level"": ""Intermediate""}, {""name"": ""Computer Vision"", ""level"": ""Intermediate""}, {""name"": ""LangChain"", ""level"": ""Intermediate""}, {""name"": ""NLP"", ""level"": ""Intermediate""}, {""name"": ""MLflow"", ""level"": ""Intermediate""}, {""name"": ""Kubeflow"", ""level"": ""Intermediate""}, {""name"": ""DVC"", ""level"": ""Advanced""}, {""name"": ""Linux System Admin"", ""level"": ""Advanced""}, {""name"": ""Technical Writing"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]",[MLOps Engineer Intern] at [Sertis AI 2023] | [DevOps Engineer Intern] at [LINE Thailand 2023],"[{""course_id"": ""01204211"", ""course_name"": ""Discrete Mathematics and Theory of Computation"", ""grade"": ""B""}, {""course_id"": ""01204324"", ""course_name"": ""Computer System Laboratory"", ""grade"": ""B+""}, {""course_id"": ""01204421"", ""course_name"": ""Computer Networks"", ""grade"": ""B""}, {""course_id"": ""01204223"", ""course_name"": ""Practicum in Computer Engineering"", ""grade"": ""C""}, {""course_id"": ""01204323"", ""course_name"": ""Electronic Laboratory for Embedded Systems"", ""grade"": ""C""}, {""course_id"": ""01204371"", ""course_name"": ""Transform Techniques in Signal Processing"", ""grade"": ""B+""}, {""course_id"": ""01420111"", ""course_name"": ""General Physics I"", ""grade"": ""B+""}, {""course_id"": ""01204225"", ""course_name"": ""Computer Architecture and Organization"", ""grade"": ""A""}, {""course_id"": ""01204224"", ""course_name"": ""Logic Circuit Laboratory"", ""grade"": ""B""}, {""course_id"": ""01205242"", ""course_name"": ""Electronic Circuits and Systems I"", ""grade"": ""A""}, {""course_id"": ""01204314"", ""course_name"": ""Statistics for Computer Engineering Applications"", ""grade"": ""C+""}, {""course_id"": ""01204453"", ""course_name"": ""Web Information Retrieval and Mining"", ""grade"": ""A""}, {""course_id"": ""01200311"", ""course_name"": ""Communication Skills in Engineering I"", ""grade"": ""B""}]",50125,3,76
BT_0061,Computer Engineering,Software Engineer,3.75,"[{""name"": ""Git"", ""level"": ""Beginner""}, {""name"": ""Kotlin"", ""level"": ""Advanced""}, {""name"": ""Database design"", ""level"": ""Advanced""}, {""name"": ""C#"", ""level"": ""Beginner""}, {""name"": ""SVN"", ""level"": ""Beginner""}, {""name"": ""IoT"", ""level"": ""Intermediate""}, {""name"": ""CI/CD Pipelines"", ""level"": ""Intermediate""}, {""name"": ""Embedded systems"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}, {""name"": ""Korean"", ""level"": ""Beginner""}]",[Backend Developer] at [Senior Capstone Project 2025] | [Teaching Assistant] at [CPE Department - Data Structures 2025],"[{""course_id"": ""01204325"", ""course_name"": ""Data Communication and Computer Networks"", ""grade"": ""B""}, {""course_id"": ""01204271"", ""course_name"": ""Introduction to Computer Engineering"", ""grade"": ""C""}, {""course_id"": ""01204216"", ""course_name"": ""Probability and Statistics for Computer Engineers"", ""grade"": ""B""}, {""course_id"": ""01204323"", ""course_name"": ""Electronic Laboratory for Embedded Systems"", ""grade"": ""B+""}, {""course_id"": ""01204225"", ""course_name"": ""Computer Architecture and Organization"", ""grade"": ""B+""}, {""course_id"": ""01420113"", ""course_name"": ""Physics Laboratory I"", ""grade"": ""B+""}, {""course_id"": ""01403114"", ""course_name"": ""Lab: Fundamentals of General Chemistry"", ""grade"": ""B+""}, {""course_id"": ""01219333"", ""course_name"": ""Introduction to Data Mining"", ""grade"": ""C+""}, {""course_id"": ""01204423"", ""course_name"": ""Network Kernel Architectures and Implementation"", ""grade"": ""B+""}, {""course_id"": ""01206321"", ""course_name"": ""Operations Research for Engineers I"", ""grade"": ""A""}, {""course_id"": ""01204466"", ""course_name"": ""Deep Learning"", ""grade"": ""C+""}]",36084,3,77
