alumni_id,faculty,first_job_title,gpa_at_graduation,skills_at_graduation,activities_in_college,key_course_grades,salary_start,years_to_promotion,success_score
ALUM_0312,Computer Engineering,MLOps Engineer,3.33,"[{""name"": ""Flask"", ""level"": ""Intermediate""}, {""name"": ""Model Deployment (MLOps)"", ""level"": ""Beginner""}, {""name"": ""GCP (BigQuery, GKE)"", ""level"": ""Intermediate""}, {""name"": ""AWS"", ""level"": ""Intermediate""}, {""name"": ""MLflow / Weights & Biases"", ""level"": ""Advanced""}, {""name"": ""DVC"", ""level"": ""Intermediate""}, {""name"": ""TensorFlow"", ""level"": ""Advanced""}, {""name"": ""MLflow"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Beginner""}, {""name"": ""Chinese"", ""level"": ""Beginner""}]",[MLOps Engineer Intern] at [Sertis AI 2022] | [Open-Source Contributor] at [GitHub Projects 2022],"[{""course_id"": ""01204211"", ""course_name"": ""Discrete Mathematics and Theory of Computation"", ""grade"": ""A""}, {""course_id"": ""01417168"", ""course_name"": ""Engineering Mathematics II"", ""grade"": ""C+""}, {""course_id"": ""01208111"", ""course_name"": ""Engineering Drawing"", ""grade"": ""A""}, {""course_id"": ""01403114"", ""course_name"": ""Lab: Fundamentals of General Chemistry"", ""grade"": ""B+""}, {""course_id"": ""01204322"", ""course_name"": ""Embedded System"", ""grade"": ""A""}, {""course_id"": ""01204214"", ""course_name"": ""Problem Solving Laboratory"", ""grade"": ""B+""}, {""course_id"": ""01204313"", ""course_name"": ""Algorithm Design and Analysis"", ""grade"": ""B+""}, {""course_id"": ""01204113"", ""course_name"": ""Computer and Programming for Computer Engineers"", ""grade"": ""A""}, {""course_id"": ""01219452"", ""course_name"": ""Principle of Information Security"", ""grade"": ""B+""}, {""course_id"": ""01206321"", ""course_name"": ""Operations Research for Engineers I"", ""grade"": ""B""}, {""course_id"": ""01204472"", ""course_name"": ""Numerical Computation"", ""grade"": ""A""}, {""course_id"": ""01204452"", ""course_name"": ""Information Technology Management"", ""grade"": ""C+""}, {""course_id"": ""01204352"", ""course_name"": ""Laws and Ethics in Information Technology"", ""grade"": ""B""}]",75450,2,86
ALUM_0313,Economics,Equity Research Analyst,3.74,"[{""name"": ""Valuation (DCF, Comps)"", ""level"": ""Intermediate""}, {""name"": ""Financial analysis"", ""level"": ""Beginner""}, {""name"": ""Microsoft Word"", ""level"": ""Advanced""}, {""name"": ""Industry Analysis"", ""level"": ""Advanced""}, {""name"": ""Investment Analysis"", ""level"": ""Beginner""}, {""name"": ""Microsoft PowerPoint"", ""level"": ""Advanced""}, {""name"": ""Microsoft Excel"", ""level"": ""Advanced""}, {""name"": ""Forecasting"", ""level"": ""Intermediate""}, {""name"": ""Report Writing"", ""level"": ""Advanced""}, {""name"": ""Attention to Detail"", ""level"": ""Intermediate""}, {""name"": ""Presentation Skills"", ""level"": ""Intermediate""}, {""name"": ""Communication"", ""level"": ""Advanced""}, {""name"": ""Debt Capital Markets"", ""level"": ""Advanced""}, {""name"": ""Financial Advisory"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}, {""name"": ""German"", ""level"": ""Beginner""}]",[Equity Analyst Intern] at [Bualuang Securities 2024] | [Policy Research Intern] at [NESDC Thailand 2024],"[{""course_id"": ""01101181"", ""course_name"": ""Microeconomics I"", ""grade"": ""C+""}, {""course_id"": ""01101312"", ""course_name"": ""Thai Economy"", ""grade"": ""A""}, {""course_id"": ""01101273"", ""course_name"": ""Introduction to Computational Economics"", ""grade"": ""B+""}, {""course_id"": ""01101282"", ""course_name"": ""Macroeconomics II"", ""grade"": ""B+""}, {""course_id"": ""01101231"", ""course_name"": ""Labour and Industrial Economics"", ""grade"": ""B""}, {""course_id"": ""01101272"", ""course_name"": ""Economics Statistics I"", ""grade"": ""C""}, {""course_id"": ""01101438"", ""course_name"": ""International Finance and Exchange Rate"", ""grade"": ""A""}, {""course_id"": ""01101433"", ""course_name"": ""Economics of Labour Market"", ""grade"": ""A""}]",63501,2,86
ALUM_0314,Economics,Wealth Manager,2.99,"[{""name"": ""Financial planning"", ""level"": ""Intermediate""}, {""name"": ""Portfolio Management"", ""level"": ""Beginner""}, {""name"": ""SEC regulations"", ""level"": ""Intermediate""}, {""name"": ""Fixed Income Analysis"", ""level"": ""Intermediate""}, {""name"": ""Communication"", ""level"": ""Intermediate""}, {""name"": ""Excel (Advanced: Solver, VBA, Power Query)"", ""level"": ""Intermediate""}, {""name"": ""Investment Analysis"", ""level"": ""Advanced""}, {""name"": ""Estate Planning"", ""level"": ""Intermediate""}, {""name"": ""CFP"", ""level"": ""Intermediate""}, {""name"": ""Behavioral Finance"", ""level"": ""Advanced""}, {""name"": ""Estate planning"", ""level"": ""Intermediate""}, {""name"": ""CFA"", ""level"": ""Advanced""}, {""name"": ""Tax planning"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Beginner""}]",[Wealth Mgmt Intern] at [SCB Julius Baer 2024] | [Economic Analyst] at [TDRI Policy Research 2024] | [Policy Research Intern] at [NESDC Thailand 2024] | [Equity Analyst Intern] at [Bualuang Securities 2024],"[{""course_id"": ""01101283"", ""course_name"": ""Economic Thinking"", ""grade"": ""B""}, {""course_id"": ""01101181"", ""course_name"": ""Microeconomics I"", ""grade"": ""B""}, {""course_id"": ""01101384"", ""course_name"": ""Economics of Money and Banking"", ""grade"": ""C""}, {""course_id"": ""01101312"", ""course_name"": ""Thai Economy"", ""grade"": ""C+""}, {""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""B+""}, {""course_id"": ""01101272"", ""course_name"": ""Economics Statistics I"", ""grade"": ""A""}, {""course_id"": ""01101273"", ""course_name"": ""Introduction to Computational Economics"", ""grade"": ""B""}, {""course_id"": ""01101375"", ""course_name"": ""Operations Research for Economic Applications"", ""grade"": ""C""}, {""course_id"": ""01101231"", ""course_name"": ""Labour and Industrial Economics"", ""grade"": ""B""}, {""course_id"": ""01101371"", ""course_name"": ""Economics Statistics II"", ""grade"": ""C+""}, {""course_id"": ""01101438"", ""course_name"": ""International Finance and Exchange Rate"", ""grade"": ""B+""}, {""course_id"": ""01101496"", ""course_name"": ""Selected Topics in Economics"", ""grade"": ""B+""}, {""course_id"": ""01101435"", ""course_name"": ""Human Capital and Education Economics"", ""grade"": ""B""}]",68059,3,90
ALUM_0315,Computer Engineering,ML Engineer,2.85,"[{""name"": ""Keras"", ""level"": ""Beginner""}, {""name"": ""Feature Engineering"", ""level"": ""Intermediate""}, {""name"": ""TensorFlow"", ""level"": ""Beginner""}, {""name"": ""Machine Learning"", ""level"": ""Intermediate""}, {""name"": ""Problem-solving"", ""level"": ""Beginner""}, {""name"": ""Tesseract"", ""level"": ""Intermediate""}, {""name"": ""Computer Vision"", ""level"": ""Beginner""}, {""name"": ""Document processing"", ""level"": ""Advanced""}, {""name"": ""Hugging Face Transformers"", ""level"": ""Advanced""}, {""name"": ""FastAPI"", ""level"": ""Advanced""}, {""name"": ""Kubernetes"", ""level"": ""Intermediate""}, {""name"": ""GCP (BigQuery, GKE)"", ""level"": ""Advanced""}, {""name"": ""Azure"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Beginner""}, {""name"": ""French"", ""level"": ""Beginner""}]",[AI Research Intern] at [NECTEC AI Lab 2022] | [Open-Source Contributor] at [GitHub Projects 2022] | [ML Engineer Intern] at [Grab Thailand 2022],"[{""course_id"": ""01417167"", ""course_name"": ""Engineering Mathematics I"", ""grade"": ""A""}, {""course_id"": ""01204225"", ""course_name"": ""Computer Architecture and Organization"", ""grade"": ""B""}, {""course_id"": ""01204216"", ""course_name"": ""Probability and Statistics for Computer Engineers"", ""grade"": ""B+""}, {""course_id"": ""01204421"", ""course_name"": ""Computer Networks"", ""grade"": ""A""}, {""course_id"": ""01204341"", ""course_name"": ""Software Engineering"", ""grade"": ""B+""}, {""course_id"": ""01205242"", ""course_name"": ""Electronic Circuits and Systems I"", ""grade"": ""C+""}, {""course_id"": ""01204371"", ""course_name"": ""Transform Techniques in Signal Processing"", ""grade"": ""C""}, {""course_id"": ""01219451"", ""course_name"": ""Web Services Technology"", ""grade"": ""A""}, {""course_id"": ""01204213"", ""course_name"": ""Theory of Computation"", ""grade"": ""A""}]",69266,3,80
ALUM_0316,Computer Engineering,ML Engineer,3.45,"[{""name"": ""Feature Engineering"", ""level"": ""Intermediate""}, {""name"": ""Hugging Face Transformers"", ""level"": ""Advanced""}, {""name"": ""OpenAI SDK"", ""level"": ""Intermediate""}, {""name"": ""Vector databases"", ""level"": ""Intermediate""}, {""name"": ""TensorFlow"", ""level"": ""Intermediate""}, {""name"": ""Model Deployment (MLOps)"", ""level"": ""Advanced""}, {""name"": ""LangGraph"", ""level"": ""Advanced""}, {""name"": ""AWS"", ""level"": ""Advanced""}, {""name"": ""LangChain"", ""level"": ""Intermediate""}, {""name"": ""Problem Solving"", ""level"": ""Intermediate""}, {""name"": ""AWS (EC2, S3, Lambda)"", ""level"": ""Advanced""}, {""name"": ""Reinforcement Learning"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}, {""name"": ""Chinese"", ""level"": ""Beginner""}]",[AI Research Intern] at [NECTEC AI Lab 2025] | [Software Intern] at [True Digital Group 2025],"[{""course_id"": ""01417168"", ""course_name"": ""Engineering Mathematics II"", ""grade"": ""A""}, {""course_id"": ""01204341"", ""course_name"": ""Software Engineering"", ""grade"": ""C+""}, {""course_id"": ""01204313"", ""course_name"": ""Algorithm Design and Analysis"", ""grade"": ""B""}, {""course_id"": ""01204332"", ""course_name"": ""Operating Systems"", ""grade"": ""B+""}, {""course_id"": ""01204271"", ""course_name"": ""Introduction to Computer Engineering"", ""grade"": ""C+""}, {""course_id"": ""01204323"", ""course_name"": ""Electronic Laboratory for Embedded Systems"", ""grade"": ""B+""}, {""course_id"": ""01219452"", ""course_name"": ""Principle of Information Security"", ""grade"": ""C+""}, {""course_id"": ""01204438"", ""course_name"": ""Enterprise Application Architecture"", ""grade"": ""B+""}, {""course_id"": ""01200311"", ""course_name"": ""Communication Skills in Engineering I"", ""grade"": ""C""}]",72276,4,85
ALUM_0317,Computer Engineering,Full-Stack Developer,2.88,"[{""name"": ""Webpack"", ""level"": ""Advanced""}, {""name"": ""Express.js"", ""level"": ""Beginner""}, {""name"": ""SWC"", ""level"": ""Intermediate""}, {""name"": ""Testing"", ""level"": ""Intermediate""}, {""name"": ""npm"", ""level"": ""Intermediate""}, {""name"": ""Docker"", ""level"": ""Intermediate""}, {""name"": ""TypeScript"", ""level"": ""Advanced""}, {""name"": ""Python"", ""level"": ""Advanced""}, {""name"": ""Next.js"", ""level"": ""Intermediate""}, {""name"": ""Container"", ""level"": ""Intermediate""}, {""name"": ""Agile / Scrum Methodology"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Beginner""}]",[Team Lead] at [KU Hackathon 2025] | [Full-Stack Developer] at [Student Startup (YC-backed) 2025] | [Backend Developer] at [Senior Capstone Project 2025] | [Software Intern] at [True Digital Group 2025],"[{""course_id"": ""01417167"", ""course_name"": ""Engineering Mathematics I"", ""grade"": ""B+""}, {""course_id"": ""01204222"", ""course_name"": ""Digital Systems Design"", ""grade"": ""B""}, {""course_id"": ""01420111"", ""course_name"": ""General Physics I"", ""grade"": ""B""}, {""course_id"": ""01204421"", ""course_name"": ""Computer Networks"", ""grade"": ""B+""}, {""course_id"": ""01403117"", ""course_name"": ""Fundamentals of General Chemistry"", ""grade"": ""B+""}, {""course_id"": ""01403114"", ""course_name"": ""Lab: Fundamentals of General Chemistry"", ""grade"": ""B+""}, {""course_id"": ""01204211"", ""course_name"": ""Discrete Mathematics and Theory of Computation"", ""grade"": ""B+""}, {""course_id"": ""01204216"", ""course_name"": ""Probability and Statistics for Computer Engineers"", ""grade"": ""B+""}, {""course_id"": ""01204212"", ""course_name"": ""Abstract Data Types and Problem Solving"", ""grade"": ""C+""}, {""course_id"": ""01204332"", ""course_name"": ""Operating Systems"", ""grade"": ""A""}, {""course_id"": ""01205338"", ""course_name"": ""VLSI Systems"", ""grade"": ""B+""}, {""course_id"": ""01219461"", ""course_name"": ""Big Data Engineering"", ""grade"": ""B+""}, {""course_id"": ""01219482"", ""course_name"": ""Data Visualization"", ""grade"": ""B""}, {""course_id"": ""01204465"", ""course_name"": ""Introduction to Data Mining and Knowledge Discovery"", ""grade"": ""A""}, {""course_id"": ""01219367"", ""course_name"": ""Data Analytics"", ""grade"": ""C+""}]",38627,5,77
ALUM_0318,Computer Engineering,Security Engineer (AppSec),3.71,"[{""name"": ""Python"", ""level"": ""Beginner""}, {""name"": ""Teamwork"", ""level"": ""Intermediate""}, {""name"": ""SAST / DAST Tools"", ""level"": ""Advanced""}, {""name"": ""Cryptography"", ""level"": ""Advanced""}, {""name"": ""Analytical thinking"", ""level"": ""Advanced""}, {""name"": ""Secure Code Review"", ""level"": ""Beginner""}, {""name"": ""Fortinet"", ""level"": ""Intermediate""}, {""name"": ""Application security"", ""level"": ""Intermediate""}, {""name"": ""Technical Writing"", ""level"": ""Advanced""}, {""name"": ""Penetration testing"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""Japanese"", ""level"": ""Beginner""}]",[AppSec Engineer Intern] at [Kasikorn Bank CyberSec 2022] | [Full-Stack Developer] at [Student Startup (YC-backed) 2022] | [Software Intern] at [True Digital Group 2022],"[{""course_id"": ""01403114"", ""course_name"": ""Lab: Fundamentals of General Chemistry"", ""grade"": ""C""}, {""course_id"": ""01417168"", ""course_name"": ""Engineering Mathematics II"", ""grade"": ""B+""}, {""course_id"": ""01204113"", ""course_name"": ""Computer and Programming for Computer Engineers"", ""grade"": ""B+""}, {""course_id"": ""01204371"", ""course_name"": ""Transform Techniques in Signal Processing"", ""grade"": ""B""}, {""course_id"": ""01204215"", ""course_name"": ""Mathematical Foundations for Computer Engineers"", ""grade"": ""B""}, {""course_id"": ""01204212"", ""course_name"": ""Abstract Data Types and Problem Solving"", ""grade"": ""B""}, {""course_id"": ""01204271"", ""course_name"": ""Introduction to Computer Engineering"", ""grade"": ""A""}, {""course_id"": ""01204225"", ""course_name"": ""Computer Architecture and Organization"", ""grade"": ""A""}, {""course_id"": ""01204322"", ""course_name"": ""Embedded System"", ""grade"": ""B""}, {""course_id"": ""01219451"", ""course_name"": ""Web Services Technology"", ""grade"": ""B+""}, {""course_id"": ""01204482"", ""course_name"": ""Computer-Human Interfaces"", ""grade"": ""B""}, {""course_id"": ""01204432"", ""course_name"": ""Object-Oriented Design"", ""grade"": ""B+""}, {""course_id"": ""01219325"", ""course_name"": ""Software Development Security"", ""grade"": ""C""}, {""course_id"": ""01204434"", ""course_name"": ""Parallel and Distributed Computing Systems"", ""grade"": ""B+""}]",57868,3,82
ALUM_0319,Computer Engineering,Data Scientist,2.77,"[{""name"": ""Machine Learning"", ""level"": ""Intermediate""}, {""name"": ""SQL"", ""level"": ""Advanced""}, {""name"": ""Model development"", ""level"": ""Intermediate""}, {""name"": ""Jupyter Notebook"", ""level"": ""Intermediate""}, {""name"": ""Statistics"", ""level"": ""Intermediate""}, {""name"": ""Data cleaning"", ""level"": ""Advanced""}, {""name"": ""TensorFlow"", ""level"": ""Beginner""}, {""name"": ""Deep Learning"", ""level"": ""Beginner""}, {""name"": ""Big data stores"", ""level"": ""Advanced""}, {""name"": ""Tableau"", ""level"": ""Advanced""}, {""name"": ""dbt (Data Build Tool)"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]",[AI Research Intern] at [NECTEC AI Lab 2023] | [Open-Source Contributor] at [GitHub Projects 2023],"[{""course_id"": ""01204341"", ""course_name"": ""Software Engineering"", ""grade"": ""C+""}, {""course_id"": ""01204391"", ""course_name"": ""Career and Social Skill Development Laboratory"", ""grade"": ""C+""}, {""course_id"": ""01204223"", ""course_name"": ""Practicum in Computer Engineering"", ""grade"": ""A""}, {""course_id"": ""01204437"", ""course_name"": ""Computer System Security"", ""grade"": ""C""}, {""course_id"": ""01204313"", ""course_name"": ""Algorithm Design and Analysis"", ""grade"": ""C""}, {""course_id"": ""01403117"", ""course_name"": ""Fundamentals of General Chemistry"", ""grade"": ""C""}, {""course_id"": ""01204211"", ""course_name"": ""Discrete Mathematics and Theory of Computation"", ""grade"": ""C+""}, {""course_id"": ""01204421"", ""course_name"": ""Computer Networks"", ""grade"": ""B+""}, {""course_id"": ""01204114"", ""course_name"": ""Introduction to Computer Hardware Development"", ""grade"": ""B+""}, {""course_id"": ""01204224"", ""course_name"": ""Logic Circuit Laboratory"", ""grade"": ""B""}, {""course_id"": ""01219336"", ""course_name"": ""Advanced Database"", ""grade"": ""C+""}, {""course_id"": ""01204427"", ""course_name"": ""Computer System and Network Security"", ""grade"": ""B+""}, {""course_id"": ""01219351"", ""course_name"": ""Web Application Development"", ""grade"": ""B+""}, {""course_id"": ""01219333"", ""course_name"": ""Introduction to Data Mining"", ""grade"": ""B""}]",53776,5,78
ALUM_0320,Computer Engineering,Security Engineer (AppSec),3.41,"[{""name"": ""OWASP Top 10"", ""level"": ""Intermediate""}, {""name"": ""Burp Suite"", ""level"": ""Advanced""}, {""name"": ""Penetration Testing"", ""level"": ""Intermediate""}, {""name"": ""Cloud Security (AWS / GCP)"", ""level"": ""Beginner""}, {""name"": ""Vulnerability Assessment"", ""level"": ""Intermediate""}, {""name"": ""SIEM Tools"", ""level"": ""Advanced""}, {""name"": ""Cryptography"", ""level"": ""Advanced""}, {""name"": ""Analytical thinking"", ""level"": ""Advanced""}, {""name"": ""Network Security"", ""level"": ""Beginner""}, {""name"": ""Network security"", ""level"": ""Advanced""}, {""name"": ""Application security"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}]",[AppSec Engineer Intern] at [Kasikorn Bank CyberSec 2022] | [Open-Source Contributor] at [GitHub Projects 2022] | [Software Intern] at [True Digital Group 2022],"[{""course_id"": ""01204214"", ""course_name"": ""Problem Solving Laboratory"", ""grade"": ""C+""}, {""course_id"": ""01204212"", ""course_name"": ""Abstract Data Types and Problem Solving"", ""grade"": ""A""}, {""course_id"": ""01204332"", ""course_name"": ""Operating Systems"", ""grade"": ""B""}, {""course_id"": ""01417168"", ""course_name"": ""Engineering Mathematics II"", ""grade"": ""B""}, {""course_id"": ""01204223"", ""course_name"": ""Practicum in Computer Engineering"", ""grade"": ""C""}, {""course_id"": ""01204325"", ""course_name"": ""Data Communication and Computer Networks"", ""grade"": ""A""}, {""course_id"": ""01205242"", ""course_name"": ""Electronic Circuits and Systems I"", ""grade"": ""C+""}, {""course_id"": ""01403114"", ""course_name"": ""Lab: Fundamentals of General Chemistry"", ""grade"": ""B""}, {""course_id"": ""01204222"", ""course_name"": ""Digital Systems Design"", ""grade"": ""B+""}, {""course_id"": ""01204323"", ""course_name"": ""Electronic Laboratory for Embedded Systems"", ""grade"": ""B+""}, {""course_id"": ""01204423"", ""course_name"": ""Network Kernel Architectures and Implementation"", ""grade"": ""C""}, {""course_id"": ""01219322"", ""course_name"": ""Electronic Commerce Engineering"", ""grade"": ""B""}]",58705,2,80
ALUM_0321,Economics,Economist,2.98,"[{""name"": ""Causal Inference (DiD, RDD, IV)"", ""level"": ""Advanced""}, {""name"": ""Econometrics"", ""level"": ""Intermediate""}, {""name"": ""Python"", ""level"": ""Beginner""}, {""name"": ""Economic Forecasting"", ""level"": ""Intermediate""}, {""name"": ""Stata"", ""level"": ""Advanced""}, {""name"": ""Instrumental variables"", ""level"": ""Advanced""}, {""name"": ""Research Skills"", ""level"": ""Advanced""}, {""name"": ""Policy Brief Writing"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]",[Research Assistant] at [Bank of Thailand (BOT) 2024] | [Policy Research Intern] at [NESDC Thailand 2024] | [Data Analyst Intern] at [SCB EIC 2024],"[{""course_id"": ""01101312"", ""course_name"": ""Thai Economy"", ""grade"": ""B""}, {""course_id"": ""01101181"", ""course_name"": ""Microeconomics I"", ""grade"": ""C+""}, {""course_id"": ""01101372"", ""course_name"": ""Econometrics I"", ""grade"": ""B""}, {""course_id"": ""01101371"", ""course_name"": ""Economics Statistics II"", ""grade"": ""A""}, {""course_id"": ""01101182"", ""course_name"": ""Macroeconomics I"", ""grade"": ""B""}, {""course_id"": ""01101272"", ""course_name"": ""Economics Statistics I"", ""grade"": ""B""}, {""course_id"": ""01101462"", ""course_name"": ""Energy Resources Economics"", ""grade"": ""B""}, {""course_id"": ""01101422"", ""course_name"": ""Economics of Financial Risk Management"", ""grade"": ""C+""}, {""course_id"": ""01101445"", ""course_name"": ""Urban and Housing Economics"", ""grade"": ""B+""}, {""course_id"": ""01101454"", ""course_name"": ""Financial Economics"", ""grade"": ""A""}]",55916,3,84
ALUM_0322,Economics,Financial Analyst,2.95,"[{""name"": ""Economics of Money and Banking"", ""level"": ""Intermediate""}, {""name"": ""Cash flow forecasting"", ""level"": ""Intermediate""}, {""name"": ""Financial Modeling"", ""level"": ""Advanced""}, {""name"": ""Accounts Payable (A/P)"", ""level"": ""Intermediate""}, {""name"": ""Accounts Receivable (A/R)"", ""level"": ""Advanced""}, {""name"": ""Microsoft Excel"", ""level"": ""Intermediate""}, {""name"": ""Tableau"", ""level"": ""Intermediate""}, {""name"": ""CFA"", ""level"": ""Intermediate""}, {""name"": ""ERP systems (SAP, Oracle, NetSuite)"", ""level"": ""Advanced""}, {""name"": ""CPA"", ""level"": ""Advanced""}, {""name"": ""Power BI"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]",[Equity Analyst Intern] at [Bualuang Securities 2022] | [Economic Analyst] at [TDRI Policy Research 2022],"[{""course_id"": ""01101372"", ""course_name"": ""Econometrics I"", ""grade"": ""C+""}, {""course_id"": ""01101491"", ""course_name"": ""Research Methods in Economics"", ""grade"": ""C+""}, {""course_id"": ""01101375"", ""course_name"": ""Operations Research for Economic Applications"", ""grade"": ""B""}, {""course_id"": ""01101283"", ""course_name"": ""Economic Thinking"", ""grade"": ""C""}, {""course_id"": ""01101371"", ""course_name"": ""Economics Statistics II"", ""grade"": ""B+""}, {""course_id"": ""01101384"", ""course_name"": ""Economics of Money and Banking"", ""grade"": ""A""}, {""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""C+""}, {""course_id"": ""01101475"", ""course_name"": ""Mathematical Economics IV"", ""grade"": ""B""}, {""course_id"": ""01101471"", ""course_name"": ""Mathematical Programming for Economic Applications"", ""grade"": ""B+""}, {""course_id"": ""01101481"", ""course_name"": ""Welfare Economics"", ""grade"": ""A""}, {""course_id"": ""01101474"", ""course_name"": ""Econometrics II"", ""grade"": ""B+""}]",34349,5,73
ALUM_0323,Computer Engineering,MLOps Engineer,3.52,"[{""name"": ""Scikit-learn"", ""level"": ""Intermediate""}, {""name"": ""Prometheus & Grafana"", ""level"": ""Advanced""}, {""name"": ""ReactJS"", ""level"": ""Intermediate""}, {""name"": ""Guardrails AI"", ""level"": ""Advanced""}, {""name"": ""MLflow / Weights & Biases"", ""level"": ""Advanced""}, {""name"": ""LlamaIndex"", ""level"": ""Advanced""}, {""name"": ""Problem Solving"", ""level"": ""Intermediate""}, {""name"": ""Linux System Admin"", ""level"": ""Intermediate""}, {""name"": ""Technical Writing"", ""level"": ""Advanced""}, {""name"": ""TensorFlow"", ""level"": ""Advanced""}, {""name"": ""Kubeflow"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""Japanese"", ""level"": ""Beginner""}]",[MLOps Engineer Intern] at [Sertis AI 2023] | [Software Intern] at [True Digital Group 2023] | [Open-Source Contributor] at [GitHub Projects 2023] | [DevOps Engineer Intern] at [LINE Thailand 2023],"[{""course_id"": ""01204215"", ""course_name"": ""Mathematical Foundations for Computer Engineers"", ""grade"": ""B""}, {""course_id"": ""01204212"", ""course_name"": ""Abstract Data Types and Problem Solving"", ""grade"": ""B""}, {""course_id"": ""01204224"", ""course_name"": ""Logic Circuit Laboratory"", ""grade"": ""B+""}, {""course_id"": ""01417168"", ""course_name"": ""Engineering Mathematics II"", ""grade"": ""B""}, {""course_id"": ""01420111"", ""course_name"": ""General Physics I"", ""grade"": ""C+""}, {""course_id"": ""01420113"", ""course_name"": ""Physics Laboratory I"", ""grade"": ""C""}, {""course_id"": ""01204391"", ""course_name"": ""Career and Social Skill Development Laboratory"", ""grade"": ""B+""}, {""course_id"": ""01204271"", ""course_name"": ""Introduction to Computer Engineering"", ""grade"": ""A""}, {""course_id"": ""01204225"", ""course_name"": ""Computer Architecture and Organization"", ""grade"": ""C+""}, {""course_id"": ""01219367"", ""course_name"": ""Data Analytics"", ""grade"": ""B""}, {""course_id"": ""01219492"", ""course_name"": ""Software Entrepreneurship"", ""grade"": ""B+""}, {""course_id"": ""01204461"", ""course_name"": ""Artificial Intelligence"", ""grade"": ""A""}, {""course_id"": ""01219336"", ""course_name"": ""Advanced Database"", ""grade"": ""A""}]",88537,2,96
ALUM_0324,Economics,Risk Manager,2.41,"[{""name"": ""Bloomberg Terminal"", ""level"": ""Intermediate""}, {""name"": ""Risk management policies"", ""level"": ""Advanced""}, {""name"": ""Monte Carlo Simulation"", ""level"": ""Advanced""}, {""name"": ""Risk Management (VaR, CVaR)"", ""level"": ""Intermediate""}, {""name"": ""Derivatives Pricing (Black-Scholes)"", ""level"": ""Beginner""}, {""name"": ""Analytical Thinking"", ""level"": ""Advanced""}, {""name"": ""Risk monitoring tools"", ""level"": ""Advanced""}, {""name"": ""Credit limits"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}]",[Equity Analyst Intern] at [Bualuang Securities 2023] | [Corporate Finance Intern] at [PTT Global Chemical 2023] | [Policy Research Intern] at [NESDC Thailand 2023],"[{""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""B+""}, {""course_id"": ""01101385"", ""course_name"": ""Economic Development and International Trade"", ""grade"": ""C+""}, {""course_id"": ""01101171"", ""course_name"": ""Mathematical Economics I"", ""grade"": ""C+""}, {""course_id"": ""01101372"", ""course_name"": ""Econometrics I"", ""grade"": ""A""}, {""course_id"": ""01101284"", ""course_name"": ""Economics of Natural Resources and Public Policy"", ""grade"": ""C""}, {""course_id"": ""01101282"", ""course_name"": ""Macroeconomics II"", ""grade"": ""A""}, {""course_id"": ""01101423"", ""course_name"": ""Marketing Business Economics"", ""grade"": ""A""}, {""course_id"": ""01101498"", ""course_name"": ""Special Problems"", ""grade"": ""C+""}, {""course_id"": ""01101415"", ""course_name"": ""Economics of Poverty and Inequality"", ""grade"": ""A""}, {""course_id"": ""01101478"", ""course_name"": ""Intermediate Computational Economics"", ""grade"": ""B""}, {""course_id"": ""01101451"", ""course_name"": ""Economics of Industrial Organization"", ""grade"": ""A""}]",45651,5,71
